Uninstalled 1 package in 0.50ms
Installed 1 package in 1ms
/home/jk/jupyterlab/autoresearch-dgx/.venv/lib/python3.10/site-packages/torch/cuda/__init__.py:283: UserWarning: 
    Found GPU0 NVIDIA GB10 which is of cuda capability 12.1.
    Minimum and Maximum cuda capability supported by this version of PyTorch is
    (8.0) - (12.0)
    
  warnings.warn(
W0526 02:23:46.702000 1984956 .venv/lib/python3.10/site-packages/torch/_inductor/utils.py:1613] [0/0] Not enough SMs to use max_autotune_gemm mode
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 6,291,456
  lm_head                 : 3,145,728
  transformer_matrices    : 7,078,080
  scalars                 : 8
  total                   : 19,661,000
Estimated FLOPs per token: 8.493581e+07
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011383 | lrm: 1.00 | dt: 4845ms | tok/sec: 6,762 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00332 (29.7%) | loss: 4.055406 | lrm: 1.00 | dt: 275ms | tok/sec: 118,972 | mfu: 4.8% | epoch: 1 | remaining: 211s    
step 00333 (29.8%) | loss: 4.040554 | lrm: 1.00 | dt: 284ms | tok/sec: 115,243 | mfu: 4.7% | epoch: 1 | remaining: 210s    
step 00334 (29.9%) | loss: 4.045838 | lrm: 1.00 | dt: 276ms | tok/sec: 118,622 | mfu: 4.8% | epoch: 1 | remaining: 210s    
step 00335 (29.9%) | loss: 4.038812 | lrm: 1.00 | dt: 280ms | tok/sec: 117,165 | mfu: 4.8% | epoch: 1 | remaining: 210s    
step 00336 (30.0%) | loss: 4.033094 | lrm: 1.00 | dt: 279ms | tok/sec: 117,550 | mfu: 4.8% | epoch: 1 | remaining: 210s    
step 00337 (30.1%) | loss: 4.037728 | lrm: 1.00 | dt: 276ms | tok/sec: 118,893 | mfu: 4.8% | epoch: 1 | remaining: 209s    
step 00338 (30.2%) | loss: 4.038640 | lrm: 1.00 | dt: 278ms | tok/sec: 117,825 | mfu: 4.8% | epoch: 1 | remaining: 209s    
step 00339 (30.3%) | loss: 4.036039 | lrm: 1.00 | dt: 273ms | tok/sec: 120,067 | mfu: 4.9% | epoch: 1 | remaining: 209s    
step 00340 (30.4%) | loss: 4.047753 | lrm: 0.99 | dt: 284ms | tok/sec: 115,241 | mfu: 4.7% | epoch: 1 | remaining: 208s    
step 00341 (30.5%) | loss: 4.062051 | lrm: 0.99 | dt: 276ms | tok/sec: 118,687 | mfu: 4.8% | epoch: 1 | remaining: 208s    
step 00342 (30.6%) | loss: 4.042621 | lrm: 0.99 | dt: 278ms | tok/sec: 117,714 | mfu: 4.8% | epoch: 1 | remaining: 208s    
step 00343 (30.7%) | loss: 4.055955 | lrm: 0.99 | dt: 279ms | tok/sec: 117,532 | mfu: 4.8% | epoch: 1 | remaining: 208s    
step 00344 (30.8%) | loss: 4.057625 | lrm: 0.99 | dt: 282ms | tok/sec: 116,168 | mfu: 4.7% | epoch: 1 | remaining: 207s    
step 00345 (30.9%) | loss: 4.049905 | lrm: 0.99 | dt: 278ms | tok/sec: 117,676 | mfu: 4.8% | epoch: 1 | remaining: 207s    
step 00346 (31.0%) | loss: 4.039036 | lrm: 0.99 | dt: 279ms | tok/sec: 117,642 | mfu: 4.8% | epoch: 1 | remaining: 207s    
step 00347 (31.1%) | loss: 4.035904 | lrm: 0.98 | dt: 282ms | tok/sec: 116,258 | mfu: 4.7% | epoch: 1 | remaining: 207s    
step 00348 (31.2%) | loss: 4.032872 | lrm: 0.98 | dt: 279ms | tok/sec: 117,517 | mfu: 4.8% | epoch: 1 | remaining: 206s    
step 00349 (31.2%) | loss: 4.036314 | lrm: 0.98 | dt: 276ms | tok/sec: 118,754 | mfu: 4.8% | epoch: 1 | remaining: 206s    
step 00350 (31.3%) | loss: 4.025571 | lrm: 0.98 | dt: 277ms | tok/sec: 118,258 | mfu: 4.8% | epoch: 1 | remaining: 206s    
step 00351 (31.4%) | loss: 4.018536 | lrm: 0.98 | dt: 282ms | tok/sec: 116,245 | mfu: 4.7% | epoch: 1 | remaining: 205s    
step 00352 (31.5%) | loss: 4.025947 | lrm: 0.98 | dt: 278ms | tok/sec: 117,961 | mfu: 4.8% | epoch: 1 | remaining: 205s    
step 00353 (31.6%) | loss: 4.030669 | lrm: 0.98 | dt: 277ms | tok/sec: 118,215 | mfu: 4.8% | epoch: 1 | remaining: 205s    
step 00354 (31.7%) | loss: 4.033135 | lrm: 0.98 | dt: 281ms | tok/sec: 116,456 | mfu: 4.7% | epoch: 1 | remaining: 205s    
step 00355 (31.8%) | loss: 4.021043 | lrm: 0.97 | dt: 278ms | tok/sec: 118,017 | mfu: 4.8% | epoch: 1 | remaining: 204s    
step 00356 (31.9%) | loss: 4.021174 | lrm: 0.97 | dt: 277ms | tok/sec: 118,497 | mfu: 4.8% | epoch: 1 | remaining: 204s    
step 00357 (32.0%) | loss: 4.023739 | lrm: 0.97 | dt: 280ms | tok/sec: 116,981 | mfu: 4.8% | epoch: 1 | remaining: 204s    
step 00358 (32.1%) | loss: 4.020565 | lrm: 0.97 | dt: 282ms | tok/sec: 116,402 | mfu: 4.7% | epoch: 1 | remaining: 203s    
step 00359 (32.2%) | loss: 4.006469 | lrm: 0.97 | dt: 280ms | tok/sec: 117,094 | mfu: 4.8% | epoch: 1 | remaining: 203s    
step 00360 (32.3%) | loss: 4.011681 | lrm: 0.97 | dt: 277ms | tok/sec: 118,471 | mfu: 4.8% | epoch: 1 | remaining: 203s    
step 00361 (32.4%) | loss: 4.000707 | lrm: 0.97 | dt: 283ms | tok/sec: 115,810 | mfu: 4.7% | epoch: 1 | remaining: 203s    
step 00362 (32.5%) | loss: 3.999697 | lrm: 0.96 | dt: 276ms | tok/sec: 118,762 | mfu: 4.8% | epoch: 1 | remaining: 202s    
step 00363 (32.6%) | loss: 3.997066 | lrm: 0.96 | dt: 281ms | tok/sec: 116,577 | mfu: 4.7% | epoch: 1 | remaining: 202s    
step 00364 (32.6%) | loss: 4.008271 | lrm: 0.96 | dt: 275ms | tok/sec: 119,196 | mfu: 4.8% | epoch: 1 | remaining: 202s    
step 00365 (32.7%) | loss: 4.009510 | lrm: 0.96 | dt: 282ms | tok/sec: 116,228 | mfu: 4.7% | epoch: 1 | remaining: 202s    
step 00366 (32.8%) | loss: 4.016986 | lrm: 0.96 | dt: 279ms | tok/sec: 117,582 | mfu: 4.8% | epoch: 1 | remaining: 201s    
step 00367 (32.9%) | loss: 4.015829 | lrm: 0.96 | dt: 276ms | tok/sec: 118,734 | mfu: 4.8% | epoch: 1 | remaining: 201s    
step 00368 (33.0%) | loss: 4.027813 | lrm: 0.96 | dt: 280ms | tok/sec: 117,092 | mfu: 4.8% | epoch: 1 | remaining: 201s    
step 00369 (33.1%) | loss: 4.021952 | lrm: 0.96 | dt: 278ms | tok/sec: 117,879 | mfu: 4.8% | epoch: 1 | remaining: 200s    
step 00370 (33.2%) | loss: 4.012794 | lrm: 0.95 | dt: 277ms | tok/sec: 118,212 | mfu: 4.8% | epoch: 1 | remaining: 200s    
step 00371 (33.3%) | loss: 4.005699 | lrm: 0.95 | dt: 278ms | tok/sec: 117,745 | mfu: 4.8% | epoch: 1 | remaining: 200s    
step 00372 (33.4%) | loss: 4.001950 | lrm: 0.95 | dt: 281ms | tok/sec: 116,607 | mfu: 4.7% | epoch: 1 | remaining: 200s    
step 00373 (33.5%) | loss: 4.005138 | lrm: 0.95 | dt: 278ms | tok/sec: 117,980 | mfu: 4.8% | epoch: 1 | remaining: 199s    
step 00374 (33.6%) | loss: 3.988563 | lrm: 0.95 | dt: 277ms | tok/sec: 118,150 | mfu: 4.8% | epoch: 1 | remaining: 199s    
step 00375 (33.7%) | loss: 3.991250 | lrm: 0.95 | dt: 277ms | tok/sec: 118,189 | mfu: 4.8% | epoch: 1 | remaining: 199s    
step 00376 (33.8%) | loss: 3.990506 | lrm: 0.95 | dt: 283ms | tok/sec: 115,892 | mfu: 4.7% | epoch: 1 | remaining: 198s    
step 00377 (33.9%) | loss: 3.989538 | lrm: 0.94 | dt: 278ms | tok/sec: 118,013 | mfu: 4.8% | epoch: 1 | remaining: 198s    
step 00378 (33.9%) | loss: 3.977952 | lrm: 0.94 | dt: 280ms | tok/sec: 117,053 | mfu: 4.8% | epoch: 1 | remaining: 198s    
step 00379 (34.0%) | loss: 3.987536 | lrm: 0.94 | dt: 283ms | tok/sec: 115,955 | mfu: 4.7% | epoch: 1 | remaining: 198s    
step 00380 (34.1%) | loss: 3.971444 | lrm: 0.94 | dt: 280ms | tok/sec: 116,920 | mfu: 4.8% | epoch: 1 | remaining: 197s    
step 00381 (34.2%) | loss: 3.969257 | lrm: 0.94 | dt: 278ms | tok/sec: 117,872 | mfu: 4.8% | epoch: 1 | remaining: 197s    
step 00382 (34.3%) | loss: 3.955368 | lrm: 0.94 | dt: 279ms | tok/sec: 117,319 | mfu: 4.8% | epoch: 1 | remaining: 197s    
step 00383 (34.4%) | loss: 3.968245 | lrm: 0.94 | dt: 281ms | tok/sec: 116,511 | mfu: 4.7% | epoch: 1 | remaining: 196s    
step 00384 (34.5%) | loss: 3.956214 | lrm: 0.94 | dt: 281ms | tok/sec: 116,792 | mfu: 4.7% | epoch: 1 | remaining: 196s    
step 00385 (34.6%) | loss: 3.964058 | lrm: 0.93 | dt: 275ms | tok/sec: 119,129 | mfu: 4.8% | epoch: 1 | remaining: 196s    
step 00386 (34.7%) | loss: 3.954475 | lrm: 0.93 | dt: 280ms | tok/sec: 117,183 | mfu: 4.8% | epoch: 1 | remaining: 196s    
step 00387 (34.8%) | loss: 3.969417 | lrm: 0.93 | dt: 279ms | tok/sec: 117,247 | mfu: 4.8% | epoch: 1 | remaining: 195s    
step 00388 (34.9%) | loss: 3.965368 | lrm: 0.93 | dt: 277ms | tok/sec: 118,434 | mfu: 4.8% | epoch: 1 | remaining: 195s    
step 00389 (35.0%) | loss: 3.960422 | lrm: 0.93 | dt: 280ms | tok/sec: 117,072 | mfu: 4.8% | epoch: 1 | remaining: 195s    
step 00390 (35.1%) | loss: 3.950711 | lrm: 0.93 | dt: 280ms | tok/sec: 117,110 | mfu: 4.8% | epoch: 1 | remaining: 195s    
step 00391 (35.2%) | loss: 3.948908 | lrm: 0.93 | dt: 280ms | tok/sec: 117,023 | mfu: 4.8% | epoch: 1 | remaining: 194s    
step 00392 (35.2%) | loss: 3.954296 | lrm: 0.93 | dt: 275ms | tok/sec: 119,038 | mfu: 4.8% | epoch: 1 | remaining: 194s    
step 00393 (35.3%) | loss: 3.945336 | lrm: 0.92 | dt: 278ms | tok/sec: 117,897 | mfu: 4.8% | epoch: 1 | remaining: 194s    
step 00394 (35.4%) | loss: 3.929037 | lrm: 0.92 | dt: 282ms | tok/sec: 116,190 | mfu: 4.7% | epoch: 1 | remaining: 193s    
step 00395 (35.5%) | loss: 3.922955 | lrm: 0.92 | dt: 280ms | tok/sec: 117,016 | mfu: 4.8% | epoch: 1 | remaining: 193s    
step 00396 (35.6%) | loss: 3.923224 | lrm: 0.92 | dt: 277ms | tok/sec: 118,315 | mfu: 4.8% | epoch: 1 | remaining: 193s    
step 00397 (35.7%) | loss: 3.922097 | lrm: 0.92 | dt: 284ms | tok/sec: 115,534 | mfu: 4.7% | epoch: 1 | remaining: 193s    
step 00398 (35.8%) | loss: 3.937002 | lrm: 0.92 | dt: 277ms | tok/sec: 118,143 | mfu: 4.8% | epoch: 1 | remaining: 192s    
step 00399 (35.9%) | loss: 3.928967 | lrm: 0.92 | dt: 278ms | tok/sec: 117,661 | mfu: 4.8% | epoch: 1 | remaining: 192s    
step 00400 (36.0%) | loss: 3.943234 | lrm: 0.91 | dt: 277ms | tok/sec: 118,220 | mfu: 4.8% | epoch: 1 | remaining: 192s    
step 00401 (36.1%) | loss: 3.944543 | lrm: 0.91 | dt: 284ms | tok/sec: 115,283 | mfu: 4.7% | epoch: 1 | remaining: 191s    
step 00402 (36.2%) | loss: 3.953237 | lrm: 0.91 | dt: 277ms | tok/sec: 118,263 | mfu: 4.8% | epoch: 1 | remaining: 191s    
step 00403 (36.3%) | loss: 3.956041 | lrm: 0.91 | dt: 276ms | tok/sec: 118,568 | mfu: 4.8% | epoch: 1 | remaining: 191s    
step 00404 (36.4%) | loss: 3.948654 | lrm: 0.91 | dt: 284ms | tok/sec: 115,300 | mfu: 4.7% | epoch: 1 | remaining: 191s    
step 00405 (36.5%) | loss: 3.947537 | lrm: 0.91 | dt: 276ms | tok/sec: 118,616 | mfu: 4.8% | epoch: 1 | remaining: 190s    
step 00406 (36.5%) | loss: 3.948464 | lrm: 0.91 | dt: 279ms | tok/sec: 117,336 | mfu: 4.8% | epoch: 1 | remaining: 190s    
step 00407 (36.6%) | loss: 3.967662 | lrm: 0.91 | dt: 279ms | tok/sec: 117,551 | mfu: 4.8% | epoch: 1 | remaining: 190s    
step 00408 (36.7%) | loss: 3.956420 | lrm: 0.90 | dt: 284ms | tok/sec: 115,219 | mfu: 4.7% | epoch: 1 | remaining: 190s    
step 00409 (36.8%) | loss: 3.957496 | lrm: 0.90 | dt: 278ms | tok/sec: 117,782 | mfu: 4.8% | epoch: 1 | remaining: 189s    
step 00410 (36.9%) | loss: 3.951300 | lrm: 0.90 | dt: 280ms | tok/sec: 117,047 | mfu: 4.8% | epoch: 1 | remaining: 189s    
step 00411 (37.0%) | loss: 3.954112 | lrm: 0.90 | dt: 278ms | tok/sec: 117,848 | mfu: 4.8% | epoch: 1 | remaining: 189s    
step 00412 (37.1%) | loss: 3.956707 | lrm: 0.90 | dt: 281ms | tok/sec: 116,429 | mfu: 4.7% | epoch: 1 | remaining: 188s    
step 00413 (37.2%) | loss: 3.950907 | lrm: 0.90 | dt: 280ms | tok/sec: 117,033 | mfu: 4.8% | epoch: 1 | remaining: 188s    
step 00414 (37.3%) | loss: 3.930333 | lrm: 0.90 | dt: 274ms | tok/sec: 119,529 | mfu: 4.9% | epoch: 1 | remaining: 188s    
step 00415 (37.4%) | loss: 3.926851 | lrm: 0.89 | dt: 284ms | tok/sec: 115,370 | mfu: 4.7% | epoch: 1 | remaining: 188s    
step 00416 (37.5%) | loss: 3.904465 | lrm: 0.89 | dt: 277ms | tok/sec: 118,486 | mfu: 4.8% | epoch: 1 | remaining: 187s    
step 00417 (37.6%) | loss: 3.918851 | lrm: 0.89 | dt: 280ms | tok/sec: 117,214 | mfu: 4.8% | epoch: 1 | remaining: 187s    
step 00418 (37.7%) | loss: 3.929776 | lrm: 0.89 | dt: 277ms | tok/sec: 118,446 | mfu: 4.8% | epoch: 1 | remaining: 187s    
step 00419 (37.8%) | loss: 3.929623 | lrm: 0.89 | dt: 285ms | tok/sec: 115,050 | mfu: 4.7% | epoch: 1 | remaining: 186s    
step 00420 (37.9%) | loss: 3.932508 | lrm: 0.89 | dt: 279ms | tok/sec: 117,597 | mfu: 4.8% | epoch: 1 | remaining: 186s    
step 00421 (37.9%) | loss: 3.931711 | lrm: 0.89 | dt: 275ms | tok/sec: 119,065 | mfu: 4.8% | epoch: 1 | remaining: 186s    
step 00422 (38.0%) | loss: 3.934050 | lrm: 0.89 | dt: 282ms | tok/sec: 116,379 | mfu: 4.7% | epoch: 1 | remaining: 186s    
step 00423 (38.1%) | loss: 3.926287 | lrm: 0.88 | dt: 277ms | tok/sec: 118,495 | mfu: 4.8% | epoch: 1 | remaining: 185s    
step 00424 (38.2%) | loss: 3.923994 | lrm: 0.88 | dt: 279ms | tok/sec: 117,383 | mfu: 4.8% | epoch: 1 | remaining: 185s    
step 00425 (38.3%) | loss: 3.916980 | lrm: 0.88 | dt: 277ms | tok/sec: 118,212 | mfu: 4.8% | epoch: 1 | remaining: 185s    
step 00426 (38.4%) | loss: 3.912003 | lrm: 0.88 | dt: 281ms | tok/sec: 116,534 | mfu: 4.7% | epoch: 1 | remaining: 184s    
step 00427 (38.5%) | loss: 3.925115 | lrm: 0.88 | dt: 281ms | tok/sec: 116,754 | mfu: 4.7% | epoch: 1 | remaining: 184s    
step 00428 (38.6%) | loss: 3.939683 | lrm: 0.88 | dt: 274ms | tok/sec: 119,720 | mfu: 4.9% | epoch: 1 | remaining: 184s    
step 00429 (38.7%) | loss: 3.933631 | lrm: 0.88 | dt: 280ms | tok/sec: 117,064 | mfu: 4.8% | epoch: 1 | remaining: 184s    
step 00430 (38.8%) | loss: 3.922895 | lrm: 0.87 | dt: 279ms | tok/sec: 117,472 | mfu: 4.8% | epoch: 1 | remaining: 183s    
step 00431 (38.9%) | loss: 3.914738 | lrm: 0.87 | dt: 277ms | tok/sec: 118,181 | mfu: 4.8% | epoch: 1 | remaining: 183s    
step 00432 (39.0%) | loss: 3.908776 | lrm: 0.87 | dt: 280ms | tok/sec: 116,957 | mfu: 4.8% | epoch: 1 | remaining: 183s    
step 00433 (39.1%) | loss: 3.892046 | lrm: 0.87 | dt: 281ms | tok/sec: 116,585 | mfu: 4.7% | epoch: 1 | remaining: 183s    
step 00434 (39.2%) | loss: 3.893914 | lrm: 0.87 | dt: 279ms | tok/sec: 117,369 | mfu: 4.8% | epoch: 1 | remaining: 182s    
step 00435 (39.2%) | loss: 3.890793 | lrm: 0.87 | dt: 274ms | tok/sec: 119,620 | mfu: 4.9% | epoch: 1 | remaining: 182s    
step 00436 (39.3%) | loss: 3.883232 | lrm: 0.87 | dt: 277ms | tok/sec: 118,486 | mfu: 4.8% | epoch: 1 | remaining: 182s    
step 00437 (39.4%) | loss: 3.876658 | lrm: 0.87 | dt: 283ms | tok/sec: 115,639 | mfu: 4.7% | epoch: 1 | remaining: 181s    
step 00438 (39.5%) | loss: 3.878179 | lrm: 0.86 | dt: 278ms | tok/sec: 117,758 | mfu: 4.8% | epoch: 1 | remaining: 181s    
step 00439 (39.6%) | loss: 3.874749 | lrm: 0.86 | dt: 280ms | tok/sec: 117,071 | mfu: 4.8% | epoch: 1 | remaining: 181s    
step 00440 (39.7%) | loss: 3.875286 | lrm: 0.86 | dt: 283ms | tok/sec: 115,951 | mfu: 4.7% | epoch: 1 | remaining: 181s    
step 00441 (39.8%) | loss: 3.873463 | lrm: 0.86 | dt: 279ms | tok/sec: 117,342 | mfu: 4.8% | epoch: 1 | remaining: 180s    
step 00442 (39.9%) | loss: 3.874448 | lrm: 0.86 | dt: 276ms | tok/sec: 118,536 | mfu: 4.8% | epoch: 1 | remaining: 180s    
step 00443 (40.0%) | loss: 3.876999 | lrm: 0.86 | dt: 278ms | tok/sec: 117,872 | mfu: 4.8% | epoch: 1 | remaining: 180s    
step 00444 (40.1%) | loss: 3.890688 | lrm: 0.86 | dt: 282ms | tok/sec: 116,015 | mfu: 4.7% | epoch: 1 | remaining: 179s    
step 00445 (40.2%) | loss: 3.895513 | lrm: 0.85 | dt: 279ms | tok/sec: 117,522 | mfu: 4.8% | epoch: 1 | remaining: 179s    
step 00446 (40.3%) | loss: 3.911740 | lrm: 0.85 | dt: 275ms | tok/sec: 118,959 | mfu: 4.8% | epoch: 1 | remaining: 179s    
step 00447 (40.4%) | loss: 3.897111 | lrm: 0.85 | dt: 283ms | tok/sec: 115,769 | mfu: 4.7% | epoch: 1 | remaining: 179s    
step 00448 (40.5%) | loss: 3.902269 | lrm: 0.85 | dt: 276ms | tok/sec: 118,555 | mfu: 4.8% | epoch: 1 | remaining: 178s    
step 00449 (40.6%) | loss: 3.919530 | lrm: 0.85 | dt: 275ms | tok/sec: 119,269 | mfu: 4.8% | epoch: 1 | remaining: 178s    
step 00450 (40.6%) | loss: 3.913972 | lrm: 0.85 | dt: 280ms | tok/sec: 116,944 | mfu: 4.8% | epoch: 1 | remaining: 178s    
step 00451 (40.7%) | loss: 3.906432 | lrm: 0.85 | dt: 281ms | tok/sec: 116,522 | mfu: 4.7% | epoch: 1 | remaining: 178s    
step 00452 (40.8%) | loss: 3.899950 | lrm: 0.85 | dt: 279ms | tok/sec: 117,340 | mfu: 4.8% | epoch: 1 | remaining: 177s    
step 00453 (40.9%) | loss: 3.903863 | lrm: 0.84 | dt: 278ms | tok/sec: 118,051 | mfu: 4.8% | epoch: 1 | remaining: 177s    
step 00454 (41.0%) | loss: 3.908012 | lrm: 0.84 | dt: 279ms | tok/sec: 117,545 | mfu: 4.8% | epoch: 1 | remaining: 177s    
step 00455 (41.1%) | loss: 3.913881 | lrm: 0.84 | dt: 282ms | tok/sec: 116,186 | mfu: 4.7% | epoch: 1 | remaining: 176s    
step 00456 (41.2%) | loss: 3.901371 | lrm: 0.84 | dt: 276ms | tok/sec: 118,746 | mfu: 4.8% | epoch: 1 | remaining: 176s    
step 00457 (41.3%) | loss: 3.898282 | lrm: 0.84 | dt: 279ms | tok/sec: 117,396 | mfu: 4.8% | epoch: 1 | remaining: 176s    
step 00458 (41.4%) | loss: 3.897311 | lrm: 0.84 | dt: 282ms | tok/sec: 116,349 | mfu: 4.7% | epoch: 1 | remaining: 176s    
step 00459 (41.5%) | loss: 3.889663 | lrm: 0.84 | dt: 279ms | tok/sec: 117,614 | mfu: 4.8% | epoch: 1 | remaining: 175s    
step 00460 (41.6%) | loss: 3.886690 | lrm: 0.83 | dt: 278ms | tok/sec: 117,958 | mfu: 4.8% | epoch: 1 | remaining: 175s    
step 00461 (41.7%) | loss: 3.883237 | lrm: 0.83 | dt: 277ms | tok/sec: 118,453 | mfu: 4.8% | epoch: 1 | remaining: 175s    
step 00462 (41.8%) | loss: 3.882695 | lrm: 0.83 | dt: 283ms | tok/sec: 115,601 | mfu: 4.7% | epoch: 1 | remaining: 174s    
step 00463 (41.9%) | loss: 3.892264 | lrm: 0.83 | dt: 277ms | tok/sec: 118,396 | mfu: 4.8% | epoch: 1 | remaining: 174s    
step 00464 (41.9%) | loss: 3.893641 | lrm: 0.83 | dt: 277ms | tok/sec: 118,083 | mfu: 4.8% | epoch: 1 | remaining: 174s    
step 00465 (42.0%) | loss: 3.902312 | lrm: 0.83 | dt: 283ms | tok/sec: 115,768 | mfu: 4.7% | epoch: 1 | remaining: 174s    
step 00466 (42.1%) | loss: 3.897359 | lrm: 0.83 | dt: 279ms | tok/sec: 117,404 | mfu: 4.8% | epoch: 1 | remaining: 173s    
step 00467 (42.2%) | loss: 3.896161 | lrm: 0.83 | dt: 276ms | tok/sec: 118,530 | mfu: 4.8% | epoch: 1 | remaining: 173s    
step 00468 (42.3%) | loss: 3.901803 | lrm: 0.82 | dt: 277ms | tok/sec: 118,445 | mfu: 4.8% | epoch: 1 | remaining: 173s    
step 00469 (42.4%) | loss: 3.893749 | lrm: 0.82 | dt: 285ms | tok/sec: 115,112 | mfu: 4.7% | epoch: 1 | remaining: 172s    
step 00470 (42.5%) | loss: 3.896510 | lrm: 0.82 | dt: 278ms | tok/sec: 118,028 | mfu: 4.8% | epoch: 1 | remaining: 172s    
step 00471 (42.6%) | loss: 3.872375 | lrm: 0.82 | dt: 279ms | tok/sec: 117,406 | mfu: 4.8% | epoch: 1 | remaining: 172s    
step 00472 (42.7%) | loss: 3.880340 | lrm: 0.82 | dt: 277ms | tok/sec: 118,430 | mfu: 4.8% | epoch: 1 | remaining: 172s    
step 00473 (42.8%) | loss: 3.867460 | lrm: 0.82 | dt: 281ms | tok/sec: 116,485 | mfu: 4.7% | epoch: 1 | remaining: 171s    
step 00474 (42.9%) | loss: 3.867680 | lrm: 0.82 | dt: 278ms | tok/sec: 117,919 | mfu: 4.8% | epoch: 1 | remaining: 171s    
step 00475 (43.0%) | loss: 3.869562 | lrm: 0.81 | dt: 277ms | tok/sec: 118,187 | mfu: 4.8% | epoch: 1 | remaining: 171s    
step 00476 (43.1%) | loss: 3.868893 | lrm: 0.81 | dt: 284ms | tok/sec: 115,501 | mfu: 4.7% | epoch: 1 | remaining: 171s    
step 00477 (43.2%) | loss: 3.879671 | lrm: 0.81 | dt: 277ms | tok/sec: 118,114 | mfu: 4.8% | epoch: 1 | remaining: 170s    
step 00478 (43.2%) | loss: 3.868170 | lrm: 0.81 | dt: 280ms | tok/sec: 116,960 | mfu: 4.8% | epoch: 1 | remaining: 170s    
step 00479 (43.3%) | loss: 3.869221 | lrm: 0.81 | dt: 277ms | tok/sec: 118,237 | mfu: 4.8% | epoch: 1 | remaining: 170s    
step 00480 (43.4%) | loss: 3.869248 | lrm: 0.81 | dt: 283ms | tok/sec: 115,986 | mfu: 4.7% | epoch: 1 | remaining: 169s    
step 00481 (43.5%) | loss: 3.878853 | lrm: 0.81 | dt: 275ms | tok/sec: 119,036 | mfu: 4.8% | epoch: 1 | remaining: 169s    
step 00482 (43.6%) | loss: 3.881277 | lrm: 0.81 | dt: 275ms | tok/sec: 119,141 | mfu: 4.8% | epoch: 1 | remaining: 169s    
step 00483 (43.7%) | loss: 3.880792 | lrm: 0.80 | dt: 286ms | tok/sec: 114,705 | mfu: 4.7% | epoch: 1 | remaining: 169s    
step 00484 (43.8%) | loss: 3.874042 | lrm: 0.80 | dt: 275ms | tok/sec: 119,033 | mfu: 4.8% | epoch: 1 | remaining: 168s    
step 00485 (43.9%) | loss: 3.872629 | lrm: 0.80 | dt: 280ms | tok/sec: 117,164 | mfu: 4.8% | epoch: 1 | remaining: 168s    
step 00486 (44.0%) | loss: 3.866878 | lrm: 0.80 | dt: 274ms | tok/sec: 119,558 | mfu: 4.9% | epoch: 1 | remaining: 168s    
step 00487 (44.1%) | loss: 3.861006 | lrm: 0.80 | dt: 282ms | tok/sec: 116,253 | mfu: 4.7% | epoch: 1 | remaining: 167s    
step 00488 (44.2%) | loss: 3.865067 | lrm: 0.80 | dt: 278ms | tok/sec: 117,992 | mfu: 4.8% | epoch: 1 | remaining: 167s    
step 00489 (44.3%) | loss: 3.838246 | lrm: 0.80 | dt: 277ms | tok/sec: 118,383 | mfu: 4.8% | epoch: 1 | remaining: 167s    
step 00490 (44.4%) | loss: 3.844728 | lrm: 0.79 | dt: 286ms | tok/sec: 114,465 | mfu: 4.7% | epoch: 1 | remaining: 167s    
step 00491 (44.5%) | loss: 3.853157 | lrm: 0.79 | dt: 277ms | tok/sec: 118,277 | mfu: 4.8% | epoch: 1 | remaining: 166s    
step 00492 (44.5%) | loss: 3.849900 | lrm: 0.79 | dt: 279ms | tok/sec: 117,252 | mfu: 4.8% | epoch: 1 | remaining: 166s    
step 00493 (44.6%) | loss: 3.853486 | lrm: 0.79 | dt: 278ms | tok/sec: 117,950 | mfu: 4.8% | epoch: 1 | remaining: 166s    
step 00494 (44.7%) | loss: 3.847154 | lrm: 0.79 | dt: 281ms | tok/sec: 116,527 | mfu: 4.7% | epoch: 1 | remaining: 166s    
step 00495 (44.8%) | loss: 3.840851 | lrm: 0.79 | dt: 278ms | tok/sec: 117,781 | mfu: 4.8% | epoch: 1 | remaining: 165s    
step 00496 (44.9%) | loss: 3.831070 | lrm: 0.79 | dt: 278ms | tok/sec: 118,025 | mfu: 4.8% | epoch: 1 | remaining: 165s    
step 00497 (45.0%) | loss: 3.830468 | lrm: 0.79 | dt: 280ms | tok/sec: 116,994 | mfu: 4.8% | epoch: 1 | remaining: 165s    
step 00498 (45.1%) | loss: 3.844921 | lrm: 0.78 | dt: 280ms | tok/sec: 116,920 | mfu: 4.8% | epoch: 1 | remaining: 164s    
step 00499 (45.2%) | loss: 3.839241 | lrm: 0.78 | dt: 278ms | tok/sec: 117,841 | mfu: 4.8% | epoch: 1 | remaining: 164s    
step 00500 (45.3%) | loss: 3.843099 | lrm: 0.78 | dt: 276ms | tok/sec: 118,789 | mfu: 4.8% | epoch: 1 | remaining: 164s    
